seed_count=320
output_dir=/workspace/plankc/rappie-sol/fuzz/seeds/plank_sol_program_diff

raw_fallback_00: buckets=[RawFallback, ShortCalldata, ReturnExit]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_92: buckets=[RawFallback, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryCopy, Storage, Call, Returndata, Create2, StopExit, StorageAndMultiCall, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportGlob, HexLiteral, ComptimeControlFlow, ComptimeLoop, DataOffset, ComptimeValueParam, ComptimeCompoundParam, CBytesEdgeShapes, EvalBranchQuota]; mode=RawFallback; entries=1; calls=3; exit=Stop
combo_93: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, FullWidthWord, MemoryWidth, CalldataCopy, Storage, RepeatedStorageSlot, Create2, RevertExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, HexLiteral, ComptimeControlFlow, RuntimeUninit, DataOffset, CBytesEdgeShapes, AnonymousTypeIdentity, RuntimeOnlyCompound]; mode=SelectorDispatch; entries=1; calls=1; exit=Revert
combo_94: buckets=[SelectorDispatch, ShortCalldata, Arithmetic, SignedArithmetic, MemoryCopy, Log, ConditionalExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, Import, ImportGroup, ImportAlias, ImportGlob, DeepImport, Comments, HexLiteral, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, NestedCompound, GenericInferredParam, ComptimeCompoundParam, EvalBranchQuota]; mode=SelectorDispatch; entries=1; calls=1; exit=ConditionalReturnRevert
combo_95: buckets=[RawFallback, ShortCalldata, FullWidthWord, Arithmetic, Storage, ExternalCode, Create2, Log, InvalidExit, CreateAndExternalCode]; mode=RawFallback; entries=1; calls=1; exit=Invalid
combo_96: buckets=[RawFallback, ShortCalldata, UnalignedCalldata, Arithmetic, SignedArithmetic, MemoryCopy, Call, DelegateCall, ReturnExit]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_97: buckets=[RawFallback, MultiCall, MaxCallCount, ShortCalldata, FullWidthWord, Storage, TransientStorage, Call, DelegateCall, Returndata, StopExit, StorageAndMultiCall, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, DeepImport, Comments, HexLiteral, ParameterizedType, ComptimeControlFlow, DataOffset, CBytesEdgeShapes, AnonymousTypeIdentity, CrossFileTypeIdentity]; mode=RawFallback; entries=1; calls=4; exit=Stop
combo_98: buckets=[RawFallback, ShortCalldata, UnalignedCalldata, FullWidthWord, Storage, RepeatedStorageSlot, Log, Log4, RevertExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HelperFunction, Import, ImportSingle, ImportGroup, ImportGlob, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, TypeDependentBranch, RuntimeUninit, DataOffset, GenericInferredParam, ComptimeCompoundParam, CBytesEdgeShapes, DataOffsetDedup, DataOffsetConcat, EvalBranchQuota, RuntimeOnlyCompound]; mode=RawFallback; entries=1; calls=1; exit=Revert
combo_99: buckets=[RawFallback, ShortCalldata, UnalignedCalldata, Arithmetic, SignedArithmetic, MemoryWidth, CalldataCopy, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ParameterizedType]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_100: buckets=[SelectorDispatch, DispatchMax, ShortCalldata, UnalignedCalldata, CalldataCopy, Storage, RepeatedStorageSlot, TransientStorage, Call, DelegateCall, Returndata, Create2, ReturnExit, CallAndReturndata]; mode=SelectorDispatch; entries=6; calls=1; exit=Return
combo_101: buckets=[RawFallback, ShortCalldata, Arithmetic, SignedArithmetic, MemoryCopy, Call, ReturnExit]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_102: buckets=[SelectorDispatch, MultiCall, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, MemoryWidth, CalldataCopy, Storage, RepeatedStorageSlot, TransientStorage, ExternalCode, Create2, Log, Branch, Loop, RevertExit, ConditionalExit, StorageAndMultiCall, CreateAndExternalCode, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, DeepImport, Comments, HexLiteral, ParameterizedType, ComptimeControlFlow, NestedCompound, DataOffset, GenericInferredParam, ComptimeCompoundParam, AnonymousTypeIdentity, CrossFileTypeIdentity, EvalBranchQuota, StdRegistered]; mode=SelectorDispatch; entries=3; calls=3; exit=Revert
combo_103: buckets=[SelectorDispatch, MultiCall, ShortCalldata, UnalignedCalldata, Arithmetic, SignedArithmetic, MemoryCopy, CalldataCopy, ReturnExit, Struct, CompoundLiteral, FieldAccess]; mode=SelectorDispatch; entries=2; calls=2; exit=Return
combo_104: buckets=[SelectorDispatch, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryWidth, Storage, Log, InvalidExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, HexLiteral, ComptimeControlFlow, TypeDependentBranch, DataOffset, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetDedup, CrossFileTypeIdentity, EvalBranchQuota]; mode=SelectorDispatch; entries=1; calls=3; exit=Invalid
combo_105: buckets=[SelectorDispatch, DispatchMax, MultiCall, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, MemoryCopy, CalldataCopy, Storage, TransientStorage, Log, Loop, StopExit, InvalidExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, Comments, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, TypeDependentBranch, FunctionEarlyReturn, NestedCompound, DataOffset, GenericInferredParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetDedup, DataOffsetConcat, CrossFileTypeIdentity, EmptyCompound, ComptimeOnlyCompound]; mode=SelectorDispatch; entries=6; calls=2; exit=Stop
combo_106: buckets=[SelectorDispatch, MultiCall, MaxCallCount, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, MemoryWidth, MemoryCopy, Storage, RepeatedStorageSlot, ExternalCode, Create, Create2, Log, RevertExit, StopExit, StorageAndMultiCall, CreateAndExternalCode]; mode=SelectorDispatch; entries=5; calls=4; exit=Revert
combo_107: buckets=[SelectorDispatch, ShortCalldata, Arithmetic, SignedArithmetic, MemoryWidth, MemoryCopy, RevertExit]; mode=SelectorDispatch; entries=1; calls=1; exit=Revert
combo_108: buckets=[SelectorDispatch, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, MemoryCopy, Storage, TransientStorage, ExternalCode, Call, DelegateCall, Returndata, Create, Loop, InvalidExit, StorageAndMultiCall, CallAndReturndata, CreateAndExternalCode, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, FunctionReturnsCompound, RuntimeUninit, DataOffset, ComptimeCompoundParam, CBytesEdgeShapes, DataOffsetDedup, DataOffsetConcat, CrossFileTypeIdentity, EvalBranchQuota, ComptimeOnlyCompound, RuntimeOnlyCompound]; mode=SelectorDispatch; entries=2; calls=3; exit=Invalid
combo_109: buckets=[SelectorDispatch, ShortCalldata, MemoryWidth, Storage, RepeatedStorageSlot, Create2, RevertExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, HexLiteral, ParameterizedType, FunctionEarlyReturn, DataOffset, GenericInferredParam, ComptimeCompoundParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetDedup, DataOffsetConcat, CrossFileTypeIdentity]; mode=SelectorDispatch; entries=1; calls=1; exit=Revert
combo_110: buckets=[SelectorDispatch, MultiCall, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, MemoryCopy, Storage, RepeatedStorageSlot, TransientStorage, RevertExit, ConditionalExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CBytesBuiltin, HelperFunction, Import, ImportGroup, ImportAlias, Comments, BinaryLiteral, HexLiteral, NestedCompound, RuntimeUninit, DataOffset, CBytesEdgeShapes, DataOffsetDedup]; mode=SelectorDispatch; entries=4; calls=3; exit=Revert
combo_111: buckets=[RawFallback, MultiCall, ShortCalldata, FullWidthWord, Arithmetic, MemoryCopy, Storage, RepeatedStorageSlot, ExternalCode, Log, Loop, ReturnExit, StorageAndMultiCall]; mode=RawFallback; entries=1; calls=3; exit=Return
combo_112: buckets=[RawFallback, MultiCall, MaxCallCount, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryWidth, Storage, RepeatedStorageSlot, Log, ReturnExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CoreOpsOperator, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, HexLiteral, ComptimeControlFlow, ComptimeLoop, DataOffset, ComptimeValueParam, ComptimeCompoundParam, FunctionValuedComptime, AnonymousTypeIdentity, CrossFileTypeIdentity, StdRegistered]; mode=RawFallback; entries=1; calls=4; exit=Return
combo_113: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, Arithmetic, SignedArithmetic, MemoryCopy, Storage, RepeatedStorageSlot, Log, Log4, Loop, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, DeepImport, Comments, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, TypeDependentBranch, FunctionEarlyReturn, RuntimeUninit, GenericInferredParam, ComptimeCompoundParam, EvalBranchQuota, StdRegistered]; mode=SelectorDispatch; entries=1; calls=1; exit=Return
combo_114: buckets=[SelectorDispatch, MultiCall, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, MemoryWidth, MemoryCopy, Storage, RepeatedStorageSlot, TransientStorage, Call, Returndata, ReturnExit, InvalidExit, StorageAndMultiCall, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, HexLiteral, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, NestedCompound, RuntimeUninit, DataOffset, ComptimeValueParam, CBytesEdgeShapes, DataOffsetDedup, DataOffsetConcat, AnonymousTypeIdentity, CrossFileTypeIdentity, EvalBranchQuota, EmptyCompound, ComptimeOnlyCompound]; mode=SelectorDispatch; entries=2; calls=2; exit=Invalid
combo_115: buckets=[SelectorDispatch, MultiCall, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, MemoryWidth, MemoryCopy, ReturnExit, HighLevelOperator, HelperFunction, NestedHelperCall]; mode=SelectorDispatch; entries=2; calls=2; exit=Return
combo_116: buckets=[SelectorDispatch, MultiCall, MultiEntryTouched, ShortCalldata, FullWidthWord, MemoryWidth, MemoryCopy, Storage, ExternalCode, Call, Returndata, Create, Create2, Branch, Loop, ReturnExit, RevertExit, StorageAndMultiCall, CallAndReturndata, CreateAndExternalCode]; mode=SelectorDispatch; entries=3; calls=2; exit=Revert
combo_117: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, ReturnExit]; mode=SelectorDispatch; entries=3; calls=1; exit=Return
combo_118: buckets=[SelectorDispatch, MultiCall, MaxCallCount, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryWidth, CalldataCopy, ReturnExit, ConditionalExit]; mode=SelectorDispatch; entries=2; calls=4; exit=Return
combo_119: buckets=[SelectorDispatch, MultiCall, MaxCallCount, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryWidth, MemoryCopy, Storage, RepeatedStorageSlot, TransientStorage, ExternalCode, Call, Returndata, Log, Log4, ReturnExit, ConditionalExit, StorageAndMultiCall, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, HighLevelOperator, CoreOpsOperator, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, HexLiteral, ParameterizedType, ComptimeControlFlow, TypeDependentBranch, FunctionReturnsCompound, DataOffset, ComptimeValueParam, FunctionValuedComptime, DataOffsetDedup, StdRegistered]; mode=SelectorDispatch; entries=3; calls=4; exit=ConditionalReturnRevert
combo_120: buckets=[SelectorDispatch, MultiCall, ShortCalldata, FullWidthWord, Arithmetic, SignedArithmetic, Storage, RepeatedStorageSlot, ExternalCode, Call, DelegateCall, Returndata, Log, InvalidExit, StorageAndMultiCall, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, Import, ImportGroup, ImportAlias, ImportGlob, DeepImport, HexLiteral, FunctionReturnsCompound, NestedCompound, RuntimeUninit, DataOffset, ComptimeValueParam, ComptimeCompoundParam, CBytesEdgeShapes, DataOffsetDedup, DataOffsetConcat, CrossFileTypeIdentity, EmptyCompound, StdRegistered]; mode=SelectorDispatch; entries=1; calls=2; exit=Invalid
combo_121: buckets=[SelectorDispatch, MultiCall, ShortCalldata, FullWidthWord, Call, Returndata, Create, Log, Branch, StopExit, CallAndReturndata]; mode=SelectorDispatch; entries=1; calls=3; exit=Stop
combo_122: buckets=[RawFallback, ShortCalldata, UnalignedCalldata, MemoryCopy, ReturnExit]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_123: buckets=[SelectorDispatch, ShortCalldata, FullWidthWord, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, RuntimeUninit, CrossFileTypeIdentity, EmptyCompound, RuntimeOnlyCompound]; mode=SelectorDispatch; entries=4; calls=1; exit=Return
combo_124: buckets=[RawFallback, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, MemoryWidth, Storage, Create, ReturnExit, StorageAndMultiCall]; mode=RawFallback; entries=1; calls=3; exit=Return
combo_125: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, MemoryWidth, MemoryCopy, Storage, TransientStorage, RevertExit]; mode=SelectorDispatch; entries=4; calls=1; exit=Revert
combo_126: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, ReturnExit]; mode=SelectorDispatch; entries=4; calls=1; exit=Return
combo_127: buckets=[SelectorDispatch, DispatchMax, MultiCall, MaxCallCount, MultiEntryTouched, ShortCalldata, FullWidthWord, MemoryWidth, MemoryCopy, Storage, TransientStorage, ExternalCode, Create, Create2, Log, Branch, ConditionalExit, StopExit, StorageAndMultiCall, CreateAndExternalCode, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, DeepImport, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, TypeDependentBranch, FunctionEarlyReturn, NestedCompound, DataOffset, ComptimeCompoundParam, CBytesEdgeShapes, DataOffsetDedup, DataOffsetConcat, CrossFileTypeIdentity, ComptimeOnlyCompound]; mode=SelectorDispatch; entries=6; calls=4; exit=Stop
combo_128: buckets=[SelectorDispatch, MultiCall, ShortCalldata, FullWidthWord, MemoryWidth, Create2, Log, Log4, Loop, ConditionalExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, BinaryLiteral, HexLiteral, ComptimeControlFlow, ComptimeLoop, FunctionReturnsCompound, RuntimeUninit, DataOffset, GenericInferredParam, ComptimeValueParam, ComptimeCompoundParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetConcat, CrossFileTypeIdentity, EvalBranchQuota, EmptyCompound]; mode=SelectorDispatch; entries=1; calls=3; exit=ConditionalReturnRevert
combo_129: buckets=[SelectorDispatch, MultiCall, ShortCalldata, FullWidthWord, MemoryCopy, Storage, RepeatedStorageSlot, Create2, Log, InvalidExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, Import, ImportGroup, ImportAlias, HexLiteral, ParameterizedType, ComptimeControlFlow, TypeDependentBranch, FunctionEarlyReturn, NestedCompound, RuntimeUninit, GenericInferredParam, FunctionValuedComptime, CBytesEdgeShapes, EvalBranchQuota, ComptimeOnlyCompound, RuntimeOnlyCompound]; mode=SelectorDispatch; entries=1; calls=3; exit=Invalid
combo_130: buckets=[RawFallback, MultiCall, MaxCallCount, ShortCalldata, FullWidthWord, MemoryWidth, MemoryCopy, TransientStorage, Log, Log4, InvalidExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, DeepImport, BinaryLiteral, HexLiteral, ComptimeControlFlow, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, RuntimeUninit, DataOffset, GenericInferredParam, CBytesEdgeShapes, DataOffsetConcat, EvalBranchQuota, EmptyCompound, RuntimeOnlyCompound]; mode=RawFallback; entries=1; calls=4; exit=Invalid
combo_131: buckets=[RawFallback, ShortCalldata, Arithmetic, SignedArithmetic, CalldataCopy, ReturnExit, Struct, CompoundLiteral, FieldAccess, HelperFunction, HexLiteral, DataOffset, GenericInferredParam, ComptimeValueParam, ComptimeCompoundParam, FunctionValuedComptime]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_132: buckets=[SelectorDispatch, ShortCalldata, Arithmetic, SignedArithmetic, CalldataCopy, ConditionalExit]; mode=SelectorDispatch; entries=3; calls=1; exit=ConditionalReturnRevert
combo_133: buckets=[SelectorDispatch, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, Storage, TransientStorage, ExternalCode, Log, Log4, InvalidExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, HexLiteral, ParameterizedType, ComptimeControlFlow, FunctionReturnsCompound, NestedCompound, DataOffset, ComptimeValueParam, CBytesEdgeShapes, DataOffsetConcat, AnonymousTypeIdentity, CrossFileTypeIdentity, ComptimeOnlyCompound]; mode=SelectorDispatch; entries=1; calls=2; exit=Invalid
combo_134: buckets=[RawFallback, MultiCall, MaxCallCount, ShortCalldata, FullWidthWord, MemoryWidth, MemoryCopy, Log, ReturnExit]; mode=RawFallback; entries=1; calls=4; exit=Return
combo_135: buckets=[SelectorDispatch, MultiCall, ShortCalldata, FullWidthWord, Arithmetic, MemoryCopy, ExternalCode, ConditionalExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportGlob, BinaryLiteral, HexLiteral, ComptimeControlFlow, TypeDependentBranch, NestedCompound, RuntimeUninit, DataOffset, ComptimeValueParam, ComptimeCompoundParam, FunctionValuedComptime, DataOffsetDedup]; mode=SelectorDispatch; entries=2; calls=2; exit=ConditionalReturnRevert
combo_136: buckets=[SelectorDispatch, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, ExternalCode, Call, Returndata, Log, Branch, StopExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, BinaryLiteral, HexLiteral, ComptimeControlFlow, TypeDependentBranch, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, DataOffset, GenericInferredParam, ComptimeValueParam, CBytesEdgeShapes, DataOffsetDedup, DataOffsetConcat, CrossFileTypeIdentity, EmptyCompound]; mode=SelectorDispatch; entries=1; calls=3; exit=Stop
combo_137: buckets=[SelectorDispatch, UnalignedCalldata, FullWidthWord, Storage, Create, StopExit]; mode=SelectorDispatch; entries=1; calls=1; exit=Stop
combo_138: buckets=[SelectorDispatch, ShortCalldata, MemoryWidth, MemoryCopy, Storage, Log, ConditionalExit]; mode=SelectorDispatch; entries=3; calls=1; exit=ConditionalReturnRevert
combo_139: buckets=[SelectorDispatch, MultiCall, MaxCallCount, MultiEntryTouched, ShortCalldata, FullWidthWord, Arithmetic, MemoryWidth, MemoryCopy, CalldataCopy, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, Comments, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, RuntimeUninit, StdRegistered]; mode=SelectorDispatch; entries=4; calls=4; exit=Return
combo_140: buckets=[RawFallback, MultiCall, ShortCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryWidth, MemoryCopy, ReturnExit]; mode=RawFallback; entries=1; calls=3; exit=Return
combo_141: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, Arithmetic, SignedArithmetic, MemoryCopy, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, HexLiteral, StdRegistered]; mode=SelectorDispatch; entries=1; calls=1; exit=Return
combo_142: buckets=[RawFallback, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, CalldataCopy, Storage, RepeatedStorageSlot, StopExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CoreOpsOperator, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, DeepImport, Comments, HexLiteral, ComptimeControlFlow, FunctionReturnsCompound, DataOffset, ComptimeValueParam, ComptimeCompoundParam, FunctionValuedComptime, DataOffsetDedup, EvalBranchQuota, StdRegistered]; mode=RawFallback; entries=1; calls=2; exit=Stop
combo_143: buckets=[SelectorDispatch, MultiCall, MultiEntryTouched, ShortCalldata, Arithmetic, SignedArithmetic, MemoryWidth, MemoryCopy, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ParameterizedType]; mode=SelectorDispatch; entries=2; calls=3; exit=Return
combo_144: buckets=[SelectorDispatch, MultiCall, MaxCallCount, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, MemoryCopy, Storage, TransientStorage, ExternalCode, Call, DelegateCall, Returndata, Log, Branch, RevertExit, InvalidExit, StorageAndMultiCall, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, HighLevelOperator, HelperFunction, Import, ImportSingle, ImportGroup, Comments, BinaryLiteral, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, FunctionEarlyReturn, RuntimeUninit, ComptimeValueParam, FunctionValuedComptime, AnonymousTypeIdentity, RuntimeOnlyCompound]; mode=SelectorDispatch; entries=3; calls=4; exit=Invalid
combo_145: buckets=[SelectorDispatch, MultiCall, ShortCalldata, UnalignedCalldata, Arithmetic, SignedArithmetic, MemoryCopy, CalldataCopy, Storage, RepeatedStorageSlot, Log, ReturnExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, ImportGlob, BinaryLiteral, ParameterizedType, ComptimeControlFlow, TypeDependentBranch, FunctionReturnsCompound, RuntimeUninit, GenericInferredParam, ComptimeCompoundParam, EvalBranchQuota, StdRegistered]; mode=SelectorDispatch; entries=1; calls=3; exit=Return
combo_146: buckets=[SelectorDispatch, DispatchMax, MultiCall, MaxCallCount, MultiEntryTouched, ShortCalldata, FullWidthWord, MemoryWidth, MemoryCopy, Storage, RepeatedStorageSlot, TransientStorage, ExternalCode, Call, Returndata, Create, Log, Branch, Loop, InvalidExit, StorageAndMultiCall, CallAndReturndata, CreateAndExternalCode, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, DeepImport, BinaryLiteral, HexLiteral, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, RuntimeUninit, GenericInferredParam, ComptimeCompoundParam, FunctionValuedComptime, CBytesEdgeShapes, AnonymousTypeIdentity, CrossFileTypeIdentity, EvalBranchQuota, EmptyCompound, StdRegistered]; mode=SelectorDispatch; entries=6; calls=4; exit=Invalid
combo_147: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, MemoryCopy, Create, Create2, InvalidExit]; mode=SelectorDispatch; entries=5; calls=1; exit=Invalid
combo_148: buckets=[SelectorDispatch, DispatchMax, ShortCalldata, UnalignedCalldata, TransientStorage, ExternalCode, ReturnExit]; mode=SelectorDispatch; entries=6; calls=1; exit=Return
combo_149: buckets=[RawFallback, ShortCalldata, UnalignedCalldata, Arithmetic, SignedArithmetic, MemoryCopy, ReturnExit]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_150: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, Arithmetic, SignedArithmetic, MemoryWidth, MemoryCopy, StopExit]; mode=SelectorDispatch; entries=1; calls=1; exit=Stop
